patch,ra,ra_wrapped,dec,rotpmra,rotpmdec,b-r,g,5d_distance,nn_score
8,178.79339599609375,178.79339599609375,50.67900848388672,-7.688651019620004,-4.308013628630292,0.6889019012451172,19.250017166137695,0.19363817801573766,0.45187366
7,-161.6063232421875,198.3936767578125,55.712947845458984,-6.781567556088704,-1.2519655230221425,0.6641292572021484,19.773128509521484,0.16649271802859877,0.45119426
8,179.71820068359375,179.71820068359375,50.65392303466797,-7.778557608042962,-6.84683717189198,0.6643104553222656,19.358949661254883,0.15512122683080898,0.4511822
8,-177.992919921875,182.007080078125,56.0654411315918,-7.273217389136604,-5.04211272073152,0.7207794189453125,20.031572341918945,0.1935818986990327,0.4482718
8,175.18109130859375,175.18109130859375,51.386016845703125,-8.600382778452264,-9.00628939939377,0.7198009490966797,19.908695220947266,0.14100625626831387,0.44803283
8,174.71539306640625,174.71539306640625,51.31848907470703,-7.485508433472972,-5.389410815356102,0.6761341094970703,18.575204849243164,0.185397059832029,0.44695178
8,178.69607543945312,178.69607543945312,52.531986236572266,-7.6526307523697,-7.286444882521015,0.6699752807617188,18.414928436279297,0.16088003075535176,0.44244507
8,173.88577270507812,173.88577270507812,53.53089904785156,-8.833421925380737,-5.875161720849404,0.6890888214111328,19.728878021240234,0.1820592844586488,0.44187233
8,175.44525146484375,175.44525146484375,53.67365646362305,-7.820277008840733,-8.693222023683559,0.6902179718017578,18.9080753326416,0.1922159301102609,0.44129682
1,137.15594482421875,137.15594482421875,19.59721565246582,-2.1640350228386898,-8.932585832346753,0.6856060028076172,19.977378845214844,0.09796233896459781,0.43786246
